Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated
Physics Galaxy 2023 : JEE Advanced - Physics - Chapter wise PYQ Analysis by Ashish Arora,Ashish Arora,"Arts, Film & Photography",Theory & Criticism,Paperback,228.0,4.3,264.0
Ways of Seeing,John Berger,"Arts, Film & Photography",Theory & Criticism,Mass Market Paperback,370.0,4.3,2784.0
"Vincent van Gogh: 1853-1890, Vision and Reality",Ingo F. Walther,"Arts, Film & Photography",Theory & Criticism,Hardcover,1371.0,4.8,847.0
WABI SABI: JAPANESE WISDOM FOR A PERFECTLY IMPERFECT LIFE,Beth Kempton,"Arts, Film & Photography",Theory & Criticism,Hardcover,474.0,4.4,2632.0
"Ethics, Integrity & Aptitude (For Civil Services Examination) 8ed by access",G. Subba Rao  & P N  Roychowdhury,"Arts, Film & Photography",Theory & Criticism,Paperback,486.0,4.3,190.0
Lunch with the FT,Lionel Barber,"Arts, Film & Photography",Theory & Criticism,Paperback,689.0,4.4,107.0
Mind in Motion: How Action Shapes Thought,Barbara Tversky,"Arts, Film & Photography",Theory & Criticism,Audible Audiobook,1005.0,4.4,90.0
Naga Identities: Changing Local Cultures in the Northeast of India,Michael Oppitz,"Arts, Film & Photography",Theory & Criticism,Hardcover,1537.0,3.8,6.0
"Art 101: From Vincent van Gogh to Andy Warhol, Key People, Ideas, and Moments in the History of Art (Adams 101 Series)",Eric Grzymkowski,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,658.35,4.4,86.0
LPMC : Create Dangerously (Penguin Modern),Albert Camus,"Arts, Film & Photography",Theory & Criticism,Paperback,143.0,4.6,338.0
My Paintings Thoughts Behind Them,Vasudeo Kamath,"Arts, Film & Photography",Theory & Criticism,Paperback,150.0,4.5,20.0
Staff Nurse - PSC Question Bank by Sreedevi Santhosh Sreenandhanam,Career Launcher,"Arts, Film & Photography",Theory & Criticism,Paperback,332.0,4.5,51.0
CULTURE - A New World History,Martin Puchner,"Arts, Film & Photography",Theory & Criticism,Paperback,464.34,4.7,41.0
How to Draw Comics for Beginners: The Ultimate Comic Drawing Guide for Kids and Adults,Cory Carrera,"Arts, Film & Photography",Theory & Criticism,Kindle Edition,249.0,3.8,6.0
PHOTOGRAPHY: A VERY SHORT INTRODUCITON: A Very Short Introduction (Very Short Introductions),Steve Edwards,"Arts, Film & Photography",Theory & Criticism,Paperback,339.0,4.3,79.0
"Tuesdays With Morrie: An old man, a young man, and life's greatest lesson [Paperback] Albom, Mitch",Mitch Albom,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,197.0,4.6,25023.0
Chautha Ank'Autobiography Ravindra Mahajani चौथा अंक माधवी रवींद्र महाजनी,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Single Issue Magazine,163.0,5.0,6.0
Nenu (Atmakatha in Telugu),Brahmanandam,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,259.0,4.6,131.0
An Uncommon Love: The Early Life of Sudha and Narayana Murthy,Chitra Banerjee Divakaruni,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,519.0,4.5,69.0
Chautha Ank [Ravindra Mahajani] - Marathi,Madhavi Ravindra Mahajani,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,200.0,4.7,5.0
Make You Bed,William H. McRaven,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,209.0,4.5,20651.0
Wise and Otherwise: A salute to Life [Paperback] Sudha Murty,Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,163.0,4.6,6717.0
AUTOBIOGRAPHY OF A YOGI,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,199.0,4.6,11173.0
The Diary of A Young Girl,Anne Frank,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,119.0,4.5,34935.0
"Kitne Ghazi Aye Kitne Ghazi Gaye: A Memoir: A True Life Account of Bravery And Sacrifice of An Army Soldier Who Served India For More Than 40 Years [Hardcover] Dhillon, Lt Gen KJS 'Tiny'",K.J.S. Dhillon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,318.0,4.7,1503.0
The Almanack of Naval Ravikant: A Guide to Wealth and Happiness,Eric Jorgenson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,586.0,4.6,17124.0
"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,323.0,4.4,1473.0
Autobiography of A Yogi (Hindi),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,179.0,4.6,4553.0
Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),ABHISHEK B,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,49.0,4.3,373.0
Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,254.0,4.3,3090.0
TWELFTH FAIL,Anurag Pathak,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,137.0,4.7,1036.0
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.3,3151.0
Why I Killed Gandhi?,Nathuram Godse,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,159.0,4.1,8010.0
Shoe Dog,Phil Knight,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,321.0,4.6,58096.0
"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.5,5111.0
Autobiography of a Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,1126.0,4.6,11173.0
"MANY LIVES, MANY MASTERS [Paperback] Weiss, Brian",DR BRIAN WEISS,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,220.0,4.6,12775.0
Borsi Bhar Aanch,Yatish Kumar,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,350.0,0.0,0.0
"Three Thousand Stitches: Ordinary People, Extraordinary Lives [Paperback] Murty, Sudha",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,230.0,4.6,11049.0
Chanakya Neeti,Acharya Chanakya,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,225.0,4.4,5634.0
"Why I am an Atheist and Other Works | Letters & Jail Diary of Bhagat Singh on Revolution, Religion & Politics",Bhagat Singh,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,96.0,4.6,6669.0
Autobiography Of A Yogi (Complete Edition),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,218.0,4.7,9948.0
Autobiography of a Yogi in Hindi | Yogi Kathamrit | Ek Yogi Ki Atmakatha | Paramahansa Yogananda Hindi | Yogi Book,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,99.0,4.6,361.0
Autobiography of A Yogi,Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,159.0,4.6,11173.0
Jaun Elia: Ek Ajab Ghazab Shayar - Hindi,Jaun Elia,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,139.0,4.6,1070.0
"Memory: How to Develop, Train and Use It | Original Edition | Premium Paperback",William Walker Atkinson,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,122.0,4.2,6380.0
The Story of My Experiments With Truth,Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,149.0,4.5,12116.0
"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,168.0,4.4,1008.0
How Prime Ministers Decide,Neerja Chowdhury,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,750.0,4.4,217.0
One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,251.75,4.5,11046.0
Jag Badalnara Baap Manus (Dr. Babasaheb Ambedkar),Jagdish Ohol,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,350.0,5.0,8.0
Autobiography of a Yogi (Tamil),Paramahansa Yogananda,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,190.0,4.7,1749.0
"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [Paperback] Sinek, Simon",Simon Sinek,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,406.89,4.5,9664.0
Poor Charlie’s Almanack: The Essential Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Audible Audiobook,836.0,4.6,509.0
You Are Born to Blossom,DR APJ ABDUL KALAM,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,199.0,4.5,1957.0
Adolf Hitler (Hindi),MAHESH DUTT SHARMA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,51.48,4.3,300.0
"Here, There and Everywhere",Murty Sudha,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,162.0,4.6,4042.0
AUTOBIOGRAPHY OF A YOGI (HB),YOGANANDA,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,109.0,4.7,677.0
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Kindle Edition,249.85,3.9,369.0
The Unusual Billionaires,Saurabh Mukherjea,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,271.0,4.5,2236.0
Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,406.25,4.4,24494.0
"Common, yet Uncommon",Sudha Murty,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,268.0,4.6,68.0
Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,334.0,4.7,4404.0
Bravehearts of Bharat : Vignettes from Indian History,Vikram Sampath,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Hardcover,521.0,4.7,611.0
Balidan : Stories of India's Greatest Para Special Forces Operatives,Swapnil Pandey,"Biographies, Diaries & True Accounts",Biographies & Autobiographies,Paperback,194.0,4.7,403.0
Man's Search For Meaning: The classic tribute to hope from the Holocaust,Victor E. Frankl,"Biographies, Diaries & True Accounts",True Accounts,Paperback,206.0,4.5,84339.0
The Thoughtful Investor,Basant Maheshwari,"Biographies, Diaries & True Accounts",True Accounts,Paperback,440.0,3.9,28.0
Lokdeo Nehru : Dinkar Granthmala,Ramdhari Singh Dinkar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,250.0,4.6,74.0
India’s Most Fearless : True Stories Of Modern Military Heroes | War Stories,Aroor Shiv & Singh Rahul,"Biographies, Diaries & True Accounts",True Accounts,Paperback,201.0,4.7,3328.0
"Mother I Never Knew, The",Murty Sudha,"Biographies, Diaries & True Accounts",True Accounts,Paperback,197.0,4.5,2310.0
India Unboxed: 75 Quirky Aspects That Define the Nation,Safir Anand,"Biographies, Diaries & True Accounts",True Accounts,Paperback,275.0,4.6,10.0
Maine Gandhi Ko Kyon Mara? (Hindi Translation of Why I Killed Gandhi?),Nathuram Godse,"Biographies, Diaries & True Accounts",True Accounts,Paperback,180.0,4.6,39.0
The Happiest Man on Earth,Eddie Jaku,"Biographies, Diaries & True Accounts",True Accounts,Paperback,389.0,4.7,15927.0
"""कितने गाजी आए कितने गाजी गए"" Kitne Ghazi Aaye, Kitne Ghazi Gaye (Hindi Version) Book In Hindi",Lt Gen. K.J.S. ‘Tiny’ Dhillon,"Biographies, Diaries & True Accounts",True Accounts,Paperback,360.0,4.4,58.0
The Night Whispers: An absolutely unputdownable addictive thriller with a shocking twist! (A Slayton Thriller Book 2),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,260.76,4.3,2472.0
Daivathinte Charanmar - You Could Be One,JOSEPH ANNAMKUTTY JOSE,"Biographies, Diaries & True Accounts",True Accounts,Paperback,223.0,4.6,2053.0
Mossad,Michael Bar-Zohar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,180.0,4.5,9306.0
Mindset - Hindi,Carol S. Dweck,"Biographies, Diaries & True Accounts",True Accounts,Paperback,283.0,4.4,582.0
India's Most Fearless 3,Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,200.0,4.8,530.0
India's Most Fearless 2 : More Military Stories of Unimaginable Courage and Sacrifice | Stories of War,Shiv Aroor; Rahul Singh,"Biographies, Diaries & True Accounts",True Accounts,Paperback,200.0,4.8,2022.0
THE REAL YOGI,GANA,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,499.0,4.6,513.0
Best Love Letters of All Time Pocket Classic,Various,"Biographies, Diaries & True Accounts",True Accounts,Paperback,93.0,4.3,180.0
"Snakes, Drugs and Rock 'n' Roll: My Early Years",Romulus Whitaker,"Biographies, Diaries & True Accounts",True Accounts,Paperback,499.0,5.0,2.0
The Day I Stopped Drinking Milk : Life Lessons From Here And There,Sudha Murty,"Biographies, Diaries & True Accounts",True Accounts,Paperback,194.0,4.4,2902.0
Good Night Stories for Rebel Girls: 100: 100 Tales Of Extraordinary Women,Elena Favilli,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,680.0,4.8,68.0
The Midnight Man: A gripping new crime series (A Slayton Thriller Book 1),Caroline Mitchell,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,260.76,4.3,3905.0
AT THE PLEASURE OF HIS MAJESTY: I.M. Lall and the Case That Shook the Crown,Chander M. Lall,"Biographies, Diaries & True Accounts",True Accounts,Paperback,206.0,4.9,13.0
"Savarkar: Echoes from a Forgotten Past,",Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,739.0,4.8,2285.0
Something Happened on the Way to Heaven: 20 Inspiring Real-Life Stories [Paperback] Sudha Murty,Murty Sudha (Ed.),"Biographies, Diaries & True Accounts",True Accounts,Paperback,194.0,4.5,2141.0
The Diary of a Young Girl (Hindi),Anne Frank,"Biographies, Diaries & True Accounts",True Accounts,Paperback,129.0,4.4,1193.0
Savarkar: Ek Bhule-Bisre Ateet Ki Goonj,Vikram Sampath,"Biographies, Diaries & True Accounts",True Accounts,Paperback,315.0,4.7,617.0
அக்னி-ஸ்ரீ : Agni-Sri(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1)),Priya Jagannathan,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,550.0,4.7,36.0
Conundrum,Chandrachur Ghose & Anuj Dhar,"Biographies, Diaries & True Accounts",True Accounts,Paperback,597.0,4.8,2093.0
One Small Mistake: An addictive and heart racing new thriller,Dandy Smith,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,260.76,4.3,7477.0
அக்னி-ஸ்ரீ(பாகம்-2): Agni-Sree(Tamil Edition) (அக்னி-ஸ்ரீ(பாகம்-1)),ப்ரியா  ஜெகன்நாதன்,"Biographies, Diaries & True Accounts",True Accounts,Kindle Edition,600.0,4.6,18.0
The Choice : A true story of hope,Edith Eger,"Biographies, Diaries & True Accounts",True Accounts,Paperback,407.0,4.7,28713.0
12 years a slave : A true story (Fingerprint),Solomon Northup,"Biographies, Diaries & True Accounts",True Accounts,Paperback,137.0,4.5,35938.0
Dongri to Dubai: Six Decades of the Mumbai Mafia,S. Hussain Zaidi,"Biographies, Diaries & True Accounts",True Accounts,Paperback,350.0,4.4,2009.0
Man-eaters of Kumaon,Jim Corbett,"Biographies, Diaries & True Accounts",True Accounts,Paperback,137.0,4.6,386.0
"Dying To Be Me : My Journey from Cancer: My Journey from Cancer, to Near Death, to True Healing",Anita Moorjani,"Biographies, Diaries & True Accounts",True Accounts,Paperback,248.0,4.5,11236.0
ORU POLICE SURGEONTE ORMAKURIPPUKAL [ ഒരു പോലീസ് സർജൻ്റെ ഓർമ്മക്കുറിപ്പുകൾ ] [ 13th Edition : September 2019 ],Dr.B.UMADATHAN,"Biographies, Diaries & True Accounts",True Accounts,Paperback,420.0,4.5,1257.0
#Tatastories : 40 Timeless Tales to Inspire You,Harish Bhat,"Biographies, Diaries & True Accounts",True Accounts,Hardcover,389.0,4.7,1081.0
The 7 Habits of Highly Effective People: Infographics Edition: Powerful Lessons in Personal Change,Stephen R. Covey,Business & Economics,Analysis & Strategy,Kindle Edition,136.78,4.5,18213.0
The Psychology of Money,Morgan Housel,Business & Economics,Analysis & Strategy,Paperback,275.0,4.6,59634.0
Breakout Trading Made Easy: Maximize Your Profits with Simple Price Action Strategies,Sunil Gurjar,Business & Economics,Analysis & Strategy,Paperback,299.0,4.8,1408.0
"The Psychology of Money: Timeless Lessons on Wealth, Greed, and Happiness",Morgan Housel,Business & Economics,Analysis & Strategy,Audible Audiobook,668.0,4.6,59634.0
A Beginner's Guide to the Stock Market,Matthew R. Kratter,Business & Economics,Analysis & Strategy,Kindle Edition,209.0,4.2,17879.0
Rich Dad Poor Dad: 25th Anniversary Edit,Robert T. Kiyosaki,Business & Economics,Analysis & Strategy,Paperback,399.0,4.5,28063.0
How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Business & Economics,Analysis & Strategy,Audible Audiobook,844.0,4.4,12532.0
The 5 AM Club,Robin Sharma,Business & Economics,Analysis & Strategy,Paperback,240.0,4.5,31455.0
"Thinking, Fast & Slow (L)",Daniel Kahneman,Business & Economics,Analysis & Strategy,Paperback,464.0,4.5,29338.0
Zero to One (L),Peter Thiel,Business & Economics,Analysis & Strategy,Paperback,385.0,4.5,30431.0
