Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated
SECRET SEVEN COLLECTION (3 BOOKS IN 1): Books 1-3 (Secret Seven Collections and Gift books),Enid Blyton,Children's Books,Crime & Thriller,Paperback,428.0,4.6,1496.0
The Secret of the Snow (Thea Stilton: Special Edition #3): A Geronimo Stilton Adventure,Thea Stilton,Children's Books,Crime & Thriller,Hardcover,390.0,4.6,1268.0
FAMOUS FIVE COLLECTION 3 - BOOKS 7-9,Enid Blyton,Children's Books,Crime & Thriller,Paperback,350.0,4.8,2109.0
Camp Half-Blood Confidential (Percy Jackson and the Olympians),Rick Riordan,Children's Books,Crime & Thriller,Hardcover,357.0,4.7,4054.0
My First Library: Boxset of 10 Board Books for Kids,Wonder House Books,Children's Books,Education & Reference,Board book,399.0,4.5,75683.0
"201 Brain Booster Activity Book - Fun Activities and Exercises For Children: Tracing & Pattern, Colors & Shapes, Maze",Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.4,602.0
"My First 1000 Words: Early Learning Picture Book to learn Alphabet, Numbers, Shapes and Colours, Transport, Birds and Animals, Professions, Opposite Words, Action Words, Parts of the body and Objects Around Us.",Wonder House Books,Children's Books,Education & Reference,Paperback,159.0,4.5,8425.0
"201 Maths Activity Book - Fun Activities and Math Exercises For Children: Knowing Numbers, Addition-Subtraction, Fractions, BODMAS",Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.4,300.0
Shlokas and Mantras For Kids – English/Sanskrit | Illustrated Board Book for Children with Clear Text | Sanskrit Shlokas/Mantras with English Meaning | Book on India’s Rich Culture and Tradition | Round Edges | Age: 3+ | 6in. x 6in.,Wonder House Books,Children's Books,Education & Reference,Board book,199.0,4.7,604.0
Addition and Subtraction Activity Book For Children - 80+ Activities Inside,Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.4,337.0
Spelling Time - Activity Workbook,Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.4,199.0
"Phonic Reader (Illustrated) (Set of 6 Books) - Story Book for Kids - Bedtime Stories - 2 Years to 6 Years Old - Read Aloud to Infants, Toddlers",Maple Press,Children's Books,Education & Reference,Paperback,166.0,4.3,702.0
Arihant All In One Class 12th English Core for CBSE Exam 2024,Vaishali Jaiswal Srishti Agarwal ,Children's Books,Education & Reference,Paperback,345.0,4.4,387.0
"Story Books for Kids (Set of 5 Books) (Illustrated) - Indian Scientists - Biographies for Children - 6 Years to 10 Years Old - CV Raman, Homi Bhabha, Ramanujan, Vikram Sarabhai, Abdul Kalam",Maple Press,Children's Books,Education & Reference,Paperback,118.0,4.4,435.0
High School English Gram & Comp (Reg Ed),"Rao N,D,V,Prasada",Children's Books,Education & Reference,Paperback,240.0,4.4,12317.0
"201 Amazing Activity Book - Fun Activities and Puzzles For Children: Spot The Difference, Logical Reasoning, Patterns & Tracing",Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.4,323.0
All In One Class 10th Science for CBSE Exam 2024,"Sanubia & Rashmi Gupta Sonal Singh & Ruchi Kapoor , Imran Ahmad ",Children's Books,Education & Reference,Paperback,378.0,4.3,584.0
NCERT Textbooks in English for class 12 - Flamingo and Vistas - 12074 &12075,NCERT,Children's Books,Education & Reference,Paperback,75.0,4.4,1740.0
Science For Class - 10 - 1064,NCERT,Children's Books,Education & Reference,Paperback,140.0,4.3,2038.0
All In One Class 10th English Language and Literature for CBSE Exam 2024,Vaishali Jaiwal Srishti Agarwal ,Children's Books,Education & Reference,Paperback,375.0,4.3,702.0
My First 3 Letter Words : Tracing And Activity Book,Wonder House Books,Children's Books,Education & Reference,Paperback,89.0,4.5,1635.0
"201 English Activity Book - Fun Activities and Grammar Exercises For Children: Alphabet & Words, Rhyming & Opposites",Wonder House Books,Children's Books,Education & Reference,Paperback,95.0,4.4,130.0
365 Maths Activity Book For Kids: Age 5+,Wonder House Books,Children's Books,Education & Reference,Paperback,149.0,4.5,441.0
Secondary School Mathematics for Class 10 - CBSE - by R.S. Aggarwal Examination,"Veena Aggarwal, R S; Aggarwal",Children's Books,Education & Reference,Paperback,660.0,4.4,2059.0
Mathematics For Class - 10 - 1062,NCERT,Children's Books,Education & Reference,Paperback,89.0,4.3,1298.0
"NCERT Notes India & World Geography Class 6-12 (Old+New) for UPSC , State PSC and Other Competitive Exams",Amibh Ranjan Nihit Kishore ,Children's Books,Education & Reference,Paperback,190.1,4.3,371.0
NCERT Exemplar Problems Solutions Mathematics class 10th,Amit Rastogi Neha Tyagi ,Children's Books,Education & Reference,Paperback,165.0,4.3,408.0
The Official Cambridge Guide To Ielts Student's Book With Answers With Dvd Rom,Pauline Cullen,Children's Books,Education & Reference,Paperback,623.0,4.4,6448.0
S. Chand's Mental Mathematics For Class 2 - Examination 2023-2024,R.S Aggarwal,Children's Books,Education & Reference,Paperback,210.0,4.5,1910.0
The Top Five Regrets Of The Dying:A Life,WARE BRONNIE,Children's Books,Education & Reference,Paperback,316.0,4.5,4247.0
Cursive Handwriting Small Letters Practice Workbook For Children,Wonder House Books,Children's Books,Education & Reference,Paperback,109.0,4.3,673.0
Mathematics NCERT Textbook For Class XII Part I + Part II (English Medium) by NCERT,NCERT,Children's Books,Education & Reference,Paperback,179.0,4.2,443.0
SPEEDY CURRENT AFFAIRS YEARLY FEBRUARY 2024 (ENGLISH VERSION),SPEEDY PUBLICATION,Children's Books,Education & Reference,Paperback,150.0,4.1,105.0
Biology 1 For Class - 12 - 12083,NCERT,Children's Books,Education & Reference,Paperback,170.0,4.2,1966.0
Handbook of Chemistry,Arihant Experts,Children's Books,Education & Reference,Paperback,189.0,4.4,3041.0
Multiplication and Division Activity Book For Children - 80+ Activities Inside,Wonder House Books,Children's Books,Education & Reference,Paperback,99.0,4.2,122.0
"NCERT Notes Indian Economy Class 9-12 (Old+New) for UPSC , State PSC and Other Competitive Exams",Nihit Kishore Rakesh Kumar Roshan ,Children's Books,Education & Reference,Paperback,58.0,4.3,391.0
"NCERT Notes Indian Polity & Governance Class 6-12 (Old+New) for UPSC , State PSC and Other Competitive Exams",Khushboo Sharma Vaibhav Anand Bhardwaj,Children's Books,Education & Reference,Paperback,106.0,4.3,371.0
A Phonic Reader- 3 Years to 6 years - Read aloud to children- Level 1- Bedtime Stories ( Set of 6 story books packed in a gift box),Om Books Editorial Team,Children's Books,Education & Reference,Hardcover,533.0,4.5,2580.0
INDIA: Fun Activity Book for Children - 80+ Stickers Included | Page Count: 40 | Age Group: 7+ | Engaging Activities/Puzzles to Boost Knowledge | Recognize Indian Food | Monuments | Indian Wildlife | Diverse Indian Culture | National Parks in India | Explore India’s Rich Cultural Heritage | Perfect Gift for Kids,Wonder House Books,Children's Books,Education & Reference,Paperback,139.0,4.3,137.0
Contempropry India - Geogrophy For Class - 10 - 1068,NCERT,Children's Books,Education & Reference,Paperback,50.0,4.4,1279.0
Vistas - Supplementay English Core For Class - 12 - 12075,NCERT,Children's Books,Education & Reference,Paperback,43.95,4.4,840.0
All in one Learn to write Capital letters Small letters Numbers 1 100 Hindi Varnmala,Wonder House Books,Children's Books,Education & Reference,Paperback,129.0,4.4,375.0
"Story Books for Kids (Set of 10 Books) (Illustrated) - World and Indian Scientists - Biographies for Children - 6 Years to 10 Years Old - Einstein, Newton, Galileo Galilei, Marie Curie, Charles Darwin, CV Raman, Homi Bhabha, Ramanujan, Vikram Sarabhai, Abdul Kalam",Maple Press,Children's Books,Education & Reference,Paperback,231.0,4.7,4.0
S. Chand's Mental Mathematics For Class 3 - Examination 2023-2024,R.S Aggarwal,Children's Books,Education & Reference,Paperback,180.0,4.5,1909.0
Sparsh -2nd Lang. Hindi For Class - 10 - 1057,NCERT,Children's Books,Education & Reference,Paperback,67.0,4.3,1034.0
Understanding Economic Development - Economic For Class - 10 - 1070,NCERT,Children's Books,Education & Reference,Paperback,45.0,4.4,928.0
NCERT Exemplar Problems Solutions Science class 10th,"Sikha Sharma Rajesh Singh , Indu Gupta ",Children's Books,Education & Reference,Paperback,125.0,4.3,348.0
"Magic Drum and Other Favourite Stories, The [Paperback] Sudha Murty",Murty Sudha,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,167.0,4.7,3943.0
Unusual Tales from Indian Mythology : Sudha Murty’s bestselling series of Unusual Tales from Indian Mythology| 5 books in 1 boxset,Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Spiral-bound,720.0,4.7,265.0
Girl Who Drank The Moon,Kelly Barnhill,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,241.0,4.5,25969.0
Percy Jackson and the Olympians: The Cha,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,399.0,4.7,6641.0
Vikram & Betal - Life Lessons for Our Times by Neelam Kumar – English | Classics Tales for Children | Beautiful Illustrations with Clear Text | Personal Development Activities | Ancient Wisdom for our Contemporary Lives | Gold Foiling on Hardcover | 8.5in. x 11in.,Neelam Kumar,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,199.0,4.6,63.0
Greatest Short Stories For Children,Various,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,149.0,4.2,230.0
Percy Jackson and the Lightning Thief (Book 1),Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,288.0,4.7,51278.0
"Grandma's Bag of Stories: Special Edition: An Illustrated, Gift Edition of India’s Bestselling Children’s Book",Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,469.0,4.6,20741.0
Grandparents' Bag of Stories [Paperback] Sudha Murty,Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,179.0,4.7,5220.0
My First Shaped Board Book: Illustrated Ram Hindu Mythology Book for Kids Age 2+ (Indian Gods and Goddesses): Indian Gods & Goddesses (My First Shaped Board Books),Wonder House,Children's Books,"Fairy Tales, Folk Tales & Myths",Board book,89.0,4.6,112.0
"The Upside-Down King: Unusual Tales about Rama and Krishna [Paperback] Murty, Sudha",Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,162.0,4.7,2248.0
Panchatantra Ki 101 Kahaniyan: Collection of Witty Moral Stories For Kids For Personality Development In Hindi,Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,399.0,4.5,1458.0
The Magic of the Lost Story,Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,197.59,4.7,650.0
The Serpent's Revenge: Unusual Tales from the Mahabharata [Paperback] Sudha Murty,Sudha Murty,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,162.0,4.7,2184.0
Lokpriya Baalgeet : Illustrated Hindi Rhymes Padded Book for Children,Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Board book,179.0,4.5,852.0
"The Daughter from a Wishing Tree: Unusual Tales about Women in Mythology [Paperback] Murty, Sudha",Murty Sudha,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,167.0,4.7,2619.0
Percy Jackson and the Sea of Monsters [Paperback] Rick Riordan,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,295.0,4.7,33182.0
Magnus Chase and The Hammer of Thor (Boo,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,259.0,4.7,14264.0
The Accidental Minecraft Family: Book 38: Search & Rescue: Cupid Chaos,Pixel Ate,Children's Books,"Fairy Tales, Folk Tales & Myths",Kindle Edition,373.0,5.0,6.0
The Ant and the Grasshopper - Illustrated Moral Story for Children (Classic Tales from India),Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,66.0,4.6,6.0
My First Pop Up Fairy Tales - Pinocchio : Pop up Books for children,Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,139.0,4.3,585.0
Percy Jackson and the Titan's Curse [Paperback] Rick Riordan,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,309.0,4.7,30739.0
Percy Jackson and the Last Olympian (Book 5) [Paperback] Rick Riordan,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,259.0,4.8,30983.0
Magnus Chase and The Sword of Summer (Bo,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,259.0,4.7,23097.0
Magnus Chase and the Ship of the Dead (B,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,259.0,4.7,15095.0
Percy Jackson and The Battle of the Labyrinth (Book 4) [Paperback] Rick Riordan,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,279.0,4.7,30292.0
Mahabharata - Illustrated Book For Children (Paperback Edition) (Classic Tales from India),Anupa Lal,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,137.0,4.5,123.0
The Always Happy Series: Winky The Careless Little Wizard - A fun Story About Being Responsible - Beautifully Illustrated Picture Book For Children,Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,137.0,4.5,48.0
Story books : 365 Tales from Indian Mythology (Indian Mythology for Children) (365 Series),Om Books Editorial Team,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,472.0,4.5,2118.0
"Children's First Mythology Stories - Pack of 5 books (Devi, Durga, Arjuna, Mahabharta, Krishna) (Indian Mythology for Children)",Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,139.0,4.4,343.0
My First Shaped Board Book: Illustrated Saraswati Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses): Indian Gods & Goddesses (My First Shaped Board Books),Wonder House Books,Children's Books,"Fairy Tales, Folk Tales & Myths",Board book,89.0,4.7,77.0
Heroes of Olympus : The Lost Hero,Rick Riordan,Children's Books,"Fairy Tales, Folk Tales & Myths",Paperback,259.0,4.7,25085.0
"The Gruffalo: A Push, Pull and Slide Book",Julia Donaldson,Children's Books,"Fairy Tales, Folk Tales & Myths",Board book,279.0,4.5,1146.0
The Memoirs of Sherlock Holmes : Illustrated Abridged Children Classic English Novel with Review Questions (Hardback): Abridged and Illustrated (Illustrated Classics),Arthur Conan Doyle,Children's Books,"Fairy Tales, Folk Tales & Myths",Hardcover,139.0,4.3,65.0
"Harry Potter Spells: The Complete Harry Potter Spell Book of Spells, Charms enchantment, Curses and Jinxes",Prince Vincent,Children's Books,"Fairy Tales, Folk Tales & Myths",Kindle Edition,213.0,3.9,1089.0
Kid Youtuber 9: Everything is Fine (a hilarious adventure for children ages 9-12): From the Creator of Diary of a 6th Grade Ninja,Marcus Emerson,Children's Books,"Fairy Tales, Folk Tales & Myths",Kindle Edition,449.0,4.8,741.0
Baby Record Book : Newborn Journal For Boys And Girls To Cherish Memories And Milestones (Ideal Gift For Expecting Parents and Baby Shower),Wonder House Books,Children's Books,"Family, Personal & Social Issues",Hardcover,159.0,4.5,1070.0
The Book Thief,Markus Zusak,Children's Books,"Family, Personal & Social Issues",Paperback,275.0,4.6,30372.0
The Wonderful Things You Will Be,Emily Winfield Martin,Children's Books,"Family, Personal & Social Issues",Hardcover,324.0,4.4,28636.0
"If I can dream it, I can do it - Seeking inspiration from real life heroes - Story Book by Sonalika Publications",Sonalika CSR,Children's Books,"Family, Personal & Social Issues",Paperback,190.0,4.3,588.0
Ikigai For Teens: Finding Your Reason For Being,Héctor García & Francesc Miralles,Children's Books,"Family, Personal & Social Issues",Hardcover,254.0,4.6,292.0
Set of 8 Serious Life Issues Books for 4+ Year Old Children,Team Pegasus,Children's Books,"Family, Personal & Social Issues",Product Bundle,419.0,4.4,92.0
The Little Prince,Antoine De Saint-Exupéry,Children's Books,"Family, Personal & Social Issues",Paperback,137.0,4.5,14684.0
Meesha Makes Friends,Tom Percival,Children's Books,"Family, Personal & Social Issues",Paperback,205.0,4.8,816.0
"My Little Book of Gods and Goddesses Board Book Set of 6 (Illustrated board books on Hindu mythology: Krishna, Lakshmi, Ganesha, Shiva, Durga, Hanuman; for ages 3+)",Ashwitha Jayakumar,Children's Books,"Family, Personal & Social Issues",Board book,318.0,4.7,128.0
Be Kind,Pat Zietlow Miller,Children's Books,"Family, Personal & Social Issues",Paperback,326.0,4.7,3842.0
"The Boy in the Striped Pyjamas: Read John Boyne�s powerful classic ahead of the sequel ALL THE BROKEN PLACES [Paperback] Boyne, John",John Boyne,Children's Books,"Family, Personal & Social Issues",Paperback,259.0,4.6,28155.0
Minecraft Books: Diary of a Minecraft Zombie Book 3: When Nature Calls (An Unofficial Minecraft Book),Zack Zombie,Children's Books,"Family, Personal & Social Issues",Kindle Edition,234.0,4.7,5867.0
Tom Gates 3: Everything's Amazing (sort of) (Tom Gates series),Liz Pichon,Children's Books,"Family, Personal & Social Issues",Kindle Edition,260.3,4.7,5751.0
Ruby’s Worry: A Big Bright Feelings Book,Tom Percival,Children's Books,"Family, Personal & Social Issues",Paperback,184.0,4.7,3289.0
POSITIVELY TEENAGE,Nicola Morgan,Children's Books,"Family, Personal & Social Issues",Paperback,308.0,4.5,758.0
11 Rules For Life: Secrets to Level Up,Chetan Bhagat,Children's Books,"Family, Personal & Social Issues",Kindle Edition,179.55,0.0,0.0
Spaceboy: The epic and funny new children’s book from multi-million bestselling author David Walliams,David Walliams,Children's Books,"Family, Personal & Social Issues",Paperback,334.0,4.7,2486.0
Voices Are Not for Yelling (Best Behavior),Marieka Heinlen Elizabeth Verdick,Children's Books,"Family, Personal & Social Issues",Board book,712.5,4.8,1709.0
Tom Gates 2: Excellent Excuses (And Other Good Stuff) (Tom Gates series),Liz Pichon,Children's Books,"Family, Personal & Social Issues",Kindle Edition,277.4,4.6,7707.0
Enid Blyton's Adventure Collection x 8 Books Pack 2021,Enid Blyton,Children's Books,"Family, Personal & Social Issues",Paperback,1737.0,4.7,231.0
6 Secrets Smart Students DonÃ†t Tell You,Chandan Deshmukh,Children's Books,"Family, Personal & Social Issues",Paperback,137.0,4.3,972.0
Diary of a Minecraft Zombie Book 19: Zombies Vs. Aliens,Zack Zombie,Children's Books,"Family, Personal & Social Issues",Kindle Edition,233.0,4.7,512.0
Baby Touch: Feelings [Board book] Ladybird,Ladybird,Children's Books,"Family, Personal & Social Issues",Board book,234.0,4.4,186.0
The Brilliant World of Tom Gates (Tom Gates series Book 1),Liz Pichon,Children's Books,"Family, Personal & Social Issues",Kindle Edition,304.07,4.6,8275.0
Five Feet Apart,Rachael Lippincott,Children's Books,"Family, Personal & Social Issues",Paperback,275.0,4.6,15165.0
"Stand Tall, Molly Lou Melon",Patty Lovell,Children's Books,"Family, Personal & Social Issues",Hardcover,324.0,4.8,1626.0
ELLA DIARIES #19: PASSION FOR FASHION,Meredith Costain,Children's Books,"Family, Personal & Social Issues",Paperback,227.0,4.7,5.0
PETE THE CAT ICR18 FAMILY ROAD TRIP (I Can Read Level 1),James Dean,Children's Books,"Family, Personal & Social Issues",Paperback,154.25,4.8,1918.0
TOM GATES: ABSOLUTELY FANTASTIC,Pichon L,Children's Books,"Family, Personal & Social Issues",Paperback,200.0,4.7,4619.0
"MY WISDOM BOOK: Everyday Shlokas, Mantras, Bhajans and More",Swami Mukundananda,Children's Books,"Family, Personal & Social Issues",Paperback,159.0,4.7,137.0
Tilda Tries Again: A Big Bright Feelings Book,Tom Percival,Children's Books,"Family, Personal & Social Issues",Paperback,194.0,4.7,438.0
Diary of a Minecraft Zombie Book 11: Insides Out,Zack Zombie,Children's Books,"Family, Personal & Social Issues",Kindle Edition,105.0,4.7,2322.0
The Day You Begin,Jacqueline Woodson,Children's Books,"Family, Personal & Social Issues",Hardcover,348.16,4.8,7245.0
Harry Potter and the Philosopher's Stone,J.K. Rowling,Children's Books,Fantasy,Paperback,353.0,4.7,107802.0
Harry Potter Box Set: The Complete Collection (Children’s Paperback),J.K. Rowling,Children's Books,Fantasy,Paperback,2785.0,4.6,34231.0
Harry Potter and the Chamber of Secrets,J.K. Rowling,Children's Books,Fantasy,Paperback,390.0,4.7,86490.0
Charlie and the Chocolate Factory,Roald Dahl,Children's Books,Fantasy,Paperback,259.0,4.6,18515.0
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Children's Books,Fantasy,Paperback,381.45,4.8,74639.0
Harry Potter and the Goblet of Fire,J.K. Rowling,Children's Books,Fantasy,Paperback,542.0,4.8,67626.0
Matilda: Special Edition,Roald Dahl,Children's Books,Fantasy,Paperback,259.0,4.6,19810.0
Harry Potter and the Half-Blood Prince,J.K. Rowling,Children's Books,Fantasy,Paperback,510.0,4.8,71049.0
The Wicked King (The Folk of the Air #2),Holly Black,Children's Books,Fantasy,Paperback,311.0,4.6,32823.0
Charlie and the Great Glass Elevator,Roald Dahl,Children's Books,Fantasy,Paperback,267.0,4.6,6216.0
Harry Potter 1–3 Box Set: A Magical Adventure Begins (Set of 3 Books),J.K. Rowling,Children's Books,Fantasy,Paperback,1099.0,4.6,3796.0
The Mark of Athena (Heroes of Olympus Book 3),Rick Riordan,Children's Books,Fantasy,Paperback,259.0,4.8,31873.0
The Sun and the Star (From the World of,Rick Riordan,Children's Books,Fantasy,Paperback,395.0,4.6,4518.0
Harry Potter and the Philosopher’s Stone: MinaLima Edition,J.K. Rowling,Children's Books,Fantasy,Hardcover,1390.0,4.7,6471.0
"The Hitchhiker's Guide to the Galaxy: 42nd Anniversary Edition (The Hitchhiker's Guide to the Galaxy, 1)",Douglas Adams,Children's Books,Fantasy,Paperback,330.0,4.4,22039.0
"The House of Hades (Heroes of Olympus Book 4) (Heroes of Olympus, 4) [Paperback] Riordan, Rick",Rick Riordan,Children's Books,Fantasy,Paperback,347.0,4.8,34377.0
Harry Potter and the Prisoner of Azkaban: MinaLima Edition,J.K. Rowling,Children's Books,Fantasy,Hardcover,2561.74,4.9,2449.0
Room on the Broom,Julia Donaldson,Children's Books,Fantasy,Paperback,291.0,4.7,33944.0
Murtagh: The World of Eragon,Christopher Paolini,Children's Books,Fantasy,Paperback,464.34,4.6,3986.0
"Peppa Pig: Mermaids, Unicorns and Dragons Sticker Activity Book",Ladybird,Children's Books,Fantasy,Paperback,137.0,4.4,3041.0
Wonka,Roald Dahl,Children's Books,Fantasy,Paperback,270.0,4.7,141.0
The Blood of Olympus (Heroes of Olympus Book 5),Rick Riordan,Children's Books,Fantasy,Paperback,280.0,4.7,42350.0
Howl’s Moving Castle,Diana Wynne Jones,Children's Books,Fantasy,Paperback,283.0,4.7,17428.0
Charlotte's Web (A Puffin Book),E B White,Children's Books,Fantasy,Paperback,220.0,4.6,27899.0
Box Set Trials Of Apollo Complete,Rick Riordan,Children's Books,Fantasy,Paperback,1480.0,4.7,3257.0
Rowley Jefferson's Awesome Friendly Adve,Jeff Kinney,Children's Books,Fantasy,Paperback,227.0,4.6,7460.0
Percy Jackson and the Greek Gods,Rick Riordan,Children's Books,Fantasy,Paperback,259.0,4.7,10920.0
Dog Man: A Graphic Novel (Dog Man #1): From the Creator of Captain Underpants: Volume 1,Dav Pilkey,Children's Books,Fantasy,Hardcover,410.0,4.6,24082.0
Six of Crows: Crooked Kingdom,Leigh Bardugo,Children's Books,Fantasy,Paperback,388.0,4.7,36600.0
The Last Kids On Earth,Max Brallier,Children's Books,Fantasy,Paperback,175.0,4.7,7072.0
The Son of Neptune (Heroes of Olympus Book 2),Rick Riordan,Children's Books,Fantasy,Paperback,324.0,4.7,26285.0
The Mystery of the Magic Mirror,Shubira Prasad,Children's Books,Fantasy,Paperback,165.0,0.0,0.0
George's Marvellous Medicine,Roald Dahl,Children's Books,Fantasy,Paperback,234.0,4.6,8739.0
THE BLUE UMBRELLA,Ruskin Bond,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,74.0,4.5,15544.0
"Set of 10 Classics Tales Story Books for Kids|English Short Stories for 3+ | Aladdin, Alibaba, Jungle Book & Others",Team Pegasus,Children's Books,"Fantasy, Science Fiction & Horror",Product Bundle,220.0,3.8,13.0
Harry Potter and the Order of the Phoenix,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Kindle Edition,313.95,4.7,66771.0
Harry Potter and the Deathly Hallows,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Kindle Edition,313.95,4.8,87027.0
"The 1,000-Year-Old Boy",Ross Welford,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,275.0,4.5,4251.0
The Canterville Ghost,Oscar Wilde,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,99.0,4.3,1549.0
"Harry Potter and the Philosopher's Stone, Book 1",J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Audible Audiobook,999.0,4.7,107802.0
HARRY POTTER AND THE ORDER OF THE PHOENIX - 5,J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,611.0,4.7,66771.0
"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,Children's Books,"Fantasy, Science Fiction & Horror",Audible Audiobook,1599.0,4.7,66771.0
In a New World: Book 17 (Steve the Noob in a New World (Saga 2)),Steve the Noob,Children's Books,"Fantasy, Science Fiction & Horror",Kindle Edition,249.0,4.9,564.0
"Percy jackson: Complete Series [Paperback] Riordan, Rick",Rick Riordan,Children's Books,"Fantasy, Science Fiction & Horror",Paperback,1544.4,4.7,7800.0
101 Copy Coloring: Fun Activity Book For Children,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,149.0,4.5,1928.0
"Flags of the World - Sticker Coloring Activity Book For Children : Continent, Country, Capital, Language and Currency",Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,189.0,4.5,886.0
Baby Touch: Playbook [Board book] Ladybird,LADYBIRD,Children's Books,"Games, Toys & Activities",Board book,292.0,4.6,4342.0
Brain Activity Book for Kids - 200+ Activities for Age 5+,Maple Press,Children's Books,"Games, Toys & Activities",Paperback,85.0,4.4,257.0
My First Transport Sticker Book: Exciting Sticker Book With 100 Stickers,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,155.0,4.5,1275.0
My First Times Tables Activity Book : Multiplication Tables From 1 - 20 with Fun and Easy Math Activities for Children,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,99.0,4.3,302.0
"Sudoku - Brain Games For Smart Minds Level 1 Simple : Brain Booster Puzzles for Kids, 120+ Fun Games",Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,89.0,4.4,235.0
Baby Touch: Peekaboo [Board book] Ladybird,LADYBIRD,Children's Books,"Games, Toys & Activities",Board book,301.0,4.5,3229.0
"Sudoku - Brain Games For Smart Minds Box Set Of 4 Books : Brain Booster Puzzles for Kids, 480 + Fun Games. Combo of Easy, Hard, Killer, Complex Levels.: Box Set of Books Levels 1-4",Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,389.0,4.5,210.0
Word Search - Brain Games: Classic Word Puzzles For Everyone,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,99.0,4.5,396.0
201 Sight Words And Sentence With 800+ Sentences To Read Activity Book For Children,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,139.0,4.4,498.0
Baby Touch: Colours [Board book] Ladybird,Ladybird,Children's Books,"Games, Toys & Activities",Board book,227.0,4.5,1201.0
I Believe In Unicorn Copy Coloring Book: Fun Activity Books For Children,Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,85.0,4.2,223.0
Preschool Activity Book: Brain Booster - Logical Reasoning Activity Book For Kids (Preschool Activity Books),Wonder House Books,Children's Books,"Games, Toys & Activities",Paperback,78.0,4.0,112.0
My First Shaped Board Book: Illustrated Lord Krishna Hindu Mythology Picture Book for Kids Age 2+ (Indian Gods and Goddesses),Wonder House Books,Children's Books,Geography & Cultures,Board book,99.0,4.6,301.0
"The Room on the Roof: An award-winning novel by Ruskin Bond, first book in the famous Rusty series, a must-read illustrated classic [Paperback] Ruskin Bond",Ruskin Bond,Children's Books,Geography & Cultures,Paperback,162.0,4.6,3267.0
